case,height,occupied,strategy,active_records,width,max_bucket,proofs_checked,materialized_hash_nodes,passed,check_runtime_ms
exhaustive_h3_mask176,3,3,activebalance,4,2,2,3,7,True,0.49299991223961115
exhaustive_h3_mask177,3,4,activebalance,6,3,2,4,10,True,0.5632000975310802
exhaustive_h3_mask178,3,4,activebalance,6,3,2,4,10,True,0.7523000240325928
exhaustive_h3_mask179,3,5,activebalance,8,3,3,5,11,True,0.7758999709039927
exhaustive_h3_mask180,3,4,activebalance,6,3,2,4,10,True,0.5332001019269228
exhaustive_h3_mask181,3,5,activebalance,8,3,3,5,12,True,0.6030000513419509
exhaustive_h3_mask182,3,5,activebalance,8,3,3,5,12,True,0.5722000496461987
exhaustive_h3_mask183,3,6,activebalance,10,3,4,6,13,True,0.6520000752061605
exhaustive_h3_mask184,3,4,activebalance,6,3,2,4,10,True,0.5738000618293881
exhaustive_h3_mask185,3,5,activebalance,8,3,3,5,12,True,0.6874999962747097
exhaustive_h3_mask186,3,5,activebalance,8,3,3,5,12,True,0.9340000106021762
exhaustive_h3_mask187,3,6,activebalance,10,3,4,6,13,True,0.9614999871701002
exhaustive_h3_mask188,3,5,activebalance,8,3,3,5,11,True,1.1091000633314252
exhaustive_h3_mask189,3,6,activebalance,10,3,4,6,13,True,0.8781999349594116
exhaustive_h3_mask190,3,6,activebalance,10,3,4,6,13,True,0.7269000634551048
exhaustive_h3_mask191,3,7,activebalance,12,3,5,7,14,True,0.7485999958589673
exhaustive_h3_mask192,3,2,activebalance,2,1,2,2,5,True,0.21460000425577164
exhaustive_h3_mask193,3,3,activebalance,4,2,2,3,8,True,0.328000052832067
exhaustive_h3_mask194,3,3,activebalance,4,2,2,3,8,True,0.35310001112520695
exhaustive_h3_mask195,3,4,activebalance,6,2,3,4,9,True,0.46799995470792055
exhaustive_h3_mask196,3,3,activebalance,4,2,2,3,8,True,0.35230000503361225
exhaustive_h3_mask197,3,4,activebalance,6,2,3,4,10,True,0.7665000157430768
exhaustive_h3_mask198,3,4,activebalance,6,2,3,4,10,True,0.5244000349193811
exhaustive_h3_mask199,3,5,activebalance,8,3,3,5,11,True,1.0876000160351396
exhaustive_h3_mask200,3,3,activebalance,4,2,2,3,8,True,0.6229999708011746
exhaustive_h3_mask201,3,4,activebalance,6,2,3,4,10,True,0.46209990978240967
exhaustive_h3_mask202,3,4,activebalance,6,2,3,4,10,True,0.42539997957646847
exhaustive_h3_mask203,3,5,activebalance,8,3,3,5,11,True,0.7106999401003122
exhaustive_h3_mask204,3,4,activebalance,6,2,3,4,9,True,0.4515000618994236
exhaustive_h3_mask205,3,5,activebalance,8,3,3,5,11,True,0.7365000201389194
exhaustive_h3_mask206,3,5,activebalance,8,3,3,5,11,True,0.77479996252805
exhaustive_h3_mask207,3,6,activebalance,10,3,4,6,12,True,1.2092000106349587
exhaustive_h3_mask208,3,3,activebalance,4,2,2,3,7,True,0.5805999971926212
exhaustive_h3_mask209,3,4,activebalance,6,3,2,4,10,True,0.7785999914631248
exhaustive_h3_mask210,3,4,activebalance,6,3,2,4,10,True,0.7384000346064568
exhaustive_h3_mask211,3,5,activebalance,8,3,3,5,11,True,0.7953000022098422
exhaustive_h3_mask212,3,4,activebalance,6,3,2,4,10,True,0.5775999743491411
exhaustive_h3_mask213,3,5,activebalance,8,3,3,5,12,True,0.7239000406116247
exhaustive_h3_mask214,3,5,activebalance,8,3,3,5,12,True,0.6709999870508909
exhaustive_h3_mask215,3,6,activebalance,10,3,4,6,13,True,0.694400048814714
exhaustive_h3_mask216,3,4,activebalance,6,3,2,4,10,True,0.45469996985048056
exhaustive_h3_mask217,3,5,activebalance,8,3,3,5,12,True,0.9447999764233828
exhaustive_h3_mask218,3,5,activebalance,8,3,3,5,12,True,0.7518000202253461
exhaustive_h3_mask219,3,6,activebalance,10,3,4,6,13,True,0.8117000106722116
exhaustive_h3_mask220,3,5,activebalance,8,3,3,5,11,True,0.7566999411210418
exhaustive_h3_mask221,3,6,activebalance,10,3,4,6,13,True,0.6850000936537981
exhaustive_h3_mask222,3,6,activebalance,10,3,4,6,13,True,0.6700999801978469
exhaustive_h3_mask223,3,7,activebalance,12,3,5,7,14,True,0.749099999666214
exhaustive_h3_mask224,3,3,activebalance,4,2,2,3,7,True,0.37949997931718826
exhaustive_h3_mask225,3,4,activebalance,6,3,2,4,10,True,0.5408999277278781
exhaustive_h3_mask226,3,4,activebalance,6,3,2,4,10,True,0.5147999618202448
exhaustive_h3_mask227,3,5,activebalance,8,3,3,5,11,True,0.9830999188125134
exhaustive_h3_mask228,3,4,activebalance,6,3,2,4,10,True,0.8242999901995063
exhaustive_h3_mask229,3,5,activebalance,8,3,3,5,12,True,0.7030999986454844
exhaustive_h3_mask230,3,5,activebalance,8,3,3,5,12,True,0.6690999725833535
exhaustive_h3_mask231,3,6,activebalance,10,3,4,6,13,True,0.7729000644758344
exhaustive_h3_mask232,3,4,activebalance,6,3,2,4,10,True,0.5035999929532409
exhaustive_h3_mask233,3,5,activebalance,8,3,3,5,12,True,0.7299999706447124
exhaustive_h3_mask234,3,5,activebalance,8,3,3,5,12,True,0.7091999286785722
exhaustive_h3_mask235,3,6,activebalance,10,3,4,6,13,True,0.727799953892827
exhaustive_h3_mask236,3,5,activebalance,8,3,3,5,11,True,0.6384999724105
exhaustive_h3_mask237,3,6,activebalance,10,3,4,6,13,True,1.0252000065520406
exhaustive_h3_mask238,3,6,activebalance,10,3,4,6,13,True,0.6892998935654759
exhaustive_h3_mask239,3,7,activebalance,12,3,5,7,14,True,0.7362000178545713
exhaustive_h3_mask240,3,4,activebalance,6,2,3,4,8,True,0.3701000241562724
exhaustive_h3_mask241,3,5,activebalance,8,3,3,5,11,True,0.4906000103801489
exhaustive_h3_mask242,3,5,activebalance,8,3,3,5,11,True,0.685499981045723
exhaustive_h3_mask243,3,6,activebalance,10,3,4,6,12,True,0.7812000112608075
exhaustive_h3_mask244,3,5,activebalance,8,3,3,5,11,True,0.5119999404996634
exhaustive_h3_mask245,3,6,activebalance,10,3,4,6,13,True,0.645600026473403
exhaustive_h3_mask246,3,6,activebalance,10,3,4,6,13,True,0.6652000593021512
exhaustive_h3_mask247,3,7,activebalance,12,3,5,7,14,True,0.8825999684631824
exhaustive_h3_mask248,3,5,activebalance,8,3,3,5,11,True,0.7148999720811844
exhaustive_h3_mask249,3,6,activebalance,10,3,4,6,13,True,0.7337999995797873
exhaustive_h3_mask250,3,6,activebalance,10,3,4,6,13,True,0.69500005338341
exhaustive_h3_mask251,3,7,activebalance,12,3,5,7,14,True,0.7647998863831162
exhaustive_h3_mask252,3,6,activebalance,10,3,4,6,12,True,0.7323999889194965
exhaustive_h3_mask253,3,7,activebalance,12,3,5,7,14,True,0.813600025139749
exhaustive_h3_mask254,3,7,activebalance,12,3,5,7,14,True,0.8902999106794596
exhaustive_h3_mask255,3,8,activebalance,14,3,5,8,15,True,1.1449999874457717
h128_empty,128,0,first_fit,0,0,0,0,0,True,0.26270002126693726
h128_empty,128,0,hybrid,0,0,0,0,0,True,0.305800000205636
h128_empty,128,0,activebalance,0,0,0,0,0,True,0.3279999364167452
h128_singleton,128,1,first_fit,0,0,0,1,129,True,1.154600060544908
h128_singleton,128,1,hybrid,0,0,0,1,129,True,1.1222000466659665
h128_singleton,128,1,activebalance,0,0,0,1,129,True,1.026200014166534
h128_two_adjacent,128,2,first_fit,2,1,2,2,133,True,3.0221000779420137
h128_two_adjacent,128,2,hybrid,2,1,2,2,133,True,2.6926000136882067
h128_two_adjacent,128,2,activebalance,2,1,2,2,133,True,2.1802999544888735
h128_two_opposite,128,2,first_fit,2,1,2,2,257,True,2.9270999366417527
h128_two_opposite,128,2,hybrid,2,1,2,2,257,True,2.81810003798455
h128_two_opposite,128,2,activebalance,2,1,2,2,257,True,2.890800009481609
h128_clustered64,128,64,first_fit,126,6,64,64,249,True,64.20940009411424
h128_clustered64,128,64,hybrid,126,6,64,64,249,True,33.31119997892529
h128_clustered64,128,64,activebalance,126,6,21,64,249,True,36.05779993813485
h128_shared_prefix17,128,17,first_fit,32,5,16,17,160,True,13.95059993956238
h128_shared_prefix17,128,17,hybrid,32,5,16,17,160,True,13.74480000231415
h128_shared_prefix17,128,17,activebalance,32,5,8,17,160,True,16.94349991157651
h128_uniform32_seed8101,128,32,first_fit,62,6,18,32,3969,True,32.27480000350624
h128_uniform32_seed8101,128,32,hybrid,62,6,16,32,3969,True,37.96730004251003
h128_uniform32_seed8101,128,32,activebalance,62,6,11,32,3969,True,24.62699997704476
h128_uniform32_seed8102,128,32,first_fit,62,8,14,32,3949,True,33.01459993235767
h128_uniform32_seed8102,128,32,hybrid,62,8,9,32,3949,True,27.498199953697622
h128_uniform32_seed8102,128,32,activebalance,62,8,8,32,3949,True,51.11070000566542
h128_uniform32_seed8103,128,32,first_fit,62,7,18,32,3979,True,35.41799995582551
h128_uniform32_seed8103,128,32,hybrid,62,7,10,32,3979,True,50.963299931026995
h128_uniform32_seed8103,128,32,activebalance,62,7,9,32,3979,True,42.74740000255406
h256_empty,256,0,first_fit,0,0,0,0,0,True,0.268499949015677
h256_empty,256,0,hybrid,0,0,0,0,0,True,0.23260002490133047
h256_empty,256,0,activebalance,0,0,0,0,0,True,0.21989992819726467
h256_singleton,256,1,first_fit,0,0,0,1,257,True,1.4723000349476933
h256_singleton,256,1,hybrid,0,0,0,1,257,True,1.6156000783666968
h256_singleton,256,1,activebalance,0,0,0,1,257,True,1.408300013281405
h256_two_adjacent,256,2,first_fit,2,1,2,2,261,True,3.9539000717923045
h256_two_adjacent,256,2,hybrid,2,1,2,2,261,True,3.185400040820241
h256_two_adjacent,256,2,activebalance,2,1,2,2,261,True,2.9094000346958637
h256_two_opposite,256,2,first_fit,2,1,2,2,513,True,2.9832000145688653
h256_two_opposite,256,2,hybrid,2,1,2,2,513,True,3.62550001591444
h256_two_opposite,256,2,activebalance,2,1,2,2,513,True,4.3635000474751
h256_clustered64,256,64,first_fit,126,6,64,64,377,True,92.59869996458292
h256_clustered64,256,64,hybrid,126,6,64,64,377,True,91.58010000828654
h256_clustered64,256,64,activebalance,126,6,21,64,377,True,98.20859995670617
h256_shared_prefix17,256,17,first_fit,32,5,16,17,288,True,25.070000090636313
h256_shared_prefix17,256,17,hybrid,32,5,16,17,288,True,27.064699912443757
h256_shared_prefix17,256,17,activebalance,32,5,8,17,288,True,25.708199944347143
h256_uniform32_seed8101,256,32,first_fit,62,7,18,32,8072,True,66.60649995319545
h256_uniform32_seed8101,256,32,hybrid,62,7,11,32,8072,True,84.06049991026521
h256_uniform32_seed8101,256,32,activebalance,62,7,9,32,8072,True,129.71999996807426
h256_uniform32_seed8102,256,32,first_fit,62,7,16,32,8068,True,65.33430004492402
